id,type,title,county,city,lat,lng,startAt,verificationStatus,campaignValue,scoreTotal,routeCluster,sourceType
arta-hempstead-stub,retired_teachers,Hempstead County retired educators unit (ARTA / local) — verify cadence,Hempstead,,33.3925,-96.76285714285714,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-hot-spring-stub,extension_homemakers,Hot Spring County Extension Homemakers / EHC — verify council calendar,Hot Spring,,33.03875,-96.92999999999999,,needs_confirmation,good_add_on,62,,county_extension
aea-hot-spring-stub,aea_meeting,Hot Spring County — AEA local / area meeting (verify schedule),Hot Spring,,33.03875,-96.92999999999999,,needs_confirmation,high_value,97,,aea
arta-hot-spring-stub,retired_teachers,Hot Spring County retired educators unit (ARTA / local) — verify cadence,Hot Spring,,33.03875,-96.92999999999999,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-howard-stub,extension_homemakers,Howard County Extension Homemakers / EHC — verify council calendar,Howard,,34.55625,-95.23571428571428,,needs_confirmation,good_add_on,62,,county_extension
aea-howard-stub,aea_meeting,Howard County — AEA local / area meeting (verify schedule),Howard,,34.55625,-95.23571428571428,,needs_confirmation,high_value,97,,aea
arta-howard-stub,retired_teachers,Howard County retired educators unit (ARTA / local) — verify cadence,Howard,,34.55625,-95.23571428571428,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-independence-stub,extension_homemakers,Independence County Extension Homemakers / EHC — verify council calendar,Independence,,35.742,-91.641,,needs_confirmation,good_add_on,62,,county_extension
aea-independence-stub,aea_meeting,Independence County — AEA local / area meeting (verify schedule),Independence,,35.742,-91.641,,needs_confirmation,high_value,97,,aea
arta-independence-stub,retired_teachers,Independence County retired educators unit (ARTA / local) — verify cadence,Independence,,35.742,-91.641,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-izard-stub,extension_homemakers,Izard County Extension Homemakers / EHC — verify council calendar,Izard,,36.3415,-91.5549,,needs_confirmation,good_add_on,62,,county_extension
aea-izard-stub,aea_meeting,Izard County — AEA local / area meeting (verify schedule),Izard,,36.3415,-91.5549,,needs_confirmation,high_value,97,,aea
arta-izard-stub,retired_teachers,Izard County retired educators unit (ARTA / local) — verify cadence,Izard,,36.3415,-91.5549,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-jackson-stub,extension_homemakers,Jackson County Extension Homemakers / EHC — verify council calendar,Jackson,,35.5962,-91.2149,,needs_confirmation,good_add_on,62,,county_extension
aea-jackson-stub,aea_meeting,Jackson County — AEA local / area meeting (verify schedule),Jackson,,35.5962,-91.2149,,needs_confirmation,high_value,97,,aea
arta-jackson-stub,retired_teachers,Jackson County retired educators unit (ARTA / local) — verify cadence,Jackson,,35.5962,-91.2149,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-jefferson-stub,extension_homemakers,Jefferson County Extension Homemakers / EHC — verify council calendar,Jefferson,,34.2284,-92.0032,,needs_confirmation,good_add_on,62,,county_extension
aea-jefferson-stub,aea_meeting,Jefferson County — AEA local / area meeting (verify schedule),Jefferson,,34.2284,-92.0032,,needs_confirmation,high_value,97,,aea
arta-jefferson-stub,retired_teachers,Jefferson County retired educators unit (ARTA / local) — verify cadence,Jefferson,,34.2284,-92.0032,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-johnson-stub,extension_homemakers,Johnson County Extension Homemakers / EHC — verify council calendar,Johnson,,35.572,-93.7285,,needs_confirmation,good_add_on,62,,county_extension
aea-johnson-stub,aea_meeting,Johnson County — AEA local / area meeting (verify schedule),Johnson,,35.572,-93.7285,,needs_confirmation,high_value,97,,aea
arta-johnson-stub,retired_teachers,Johnson County retired educators unit (ARTA / local) — verify cadence,Johnson,,35.572,-93.7285,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-lafayette-stub,extension_homemakers,Lafayette County Extension Homemakers / EHC — verify council calendar,Lafayette,,35.29625,-97.22428571428571,,needs_confirmation,good_add_on,62,,county_extension
aea-lafayette-stub,aea_meeting,Lafayette County — AEA local / area meeting (verify schedule),Lafayette,,35.29625,-97.22428571428571,,needs_confirmation,high_value,97,,aea
arta-lafayette-stub,retired_teachers,Lafayette County retired educators unit (ARTA / local) — verify cadence,Lafayette,,35.29625,-97.22428571428571,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-lawrence-stub,extension_homemakers,Lawrence County Extension Homemakers / EHC — verify council calendar,Lawrence,,36.004,-91.114,,needs_confirmation,good_add_on,62,,county_extension
aea-lawrence-stub,aea_meeting,Lawrence County — AEA local / area meeting (verify schedule),Lawrence,,36.004,-91.114,,needs_confirmation,high_value,97,,aea
arta-lawrence-stub,retired_teachers,Lawrence County retired educators unit (ARTA / local) — verify cadence,Lawrence,,36.004,-91.114,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-lee-stub,extension_homemakers,Lee County Extension Homemakers / EHC — verify council calendar,Lee,,35.3725,-96.16857142857143,,needs_confirmation,good_add_on,62,,county_extension
aea-lee-stub,aea_meeting,Lee County — AEA local / area meeting (verify schedule),Lee,,35.3725,-96.16857142857143,,needs_confirmation,high_value,97,,aea
arta-lee-stub,retired_teachers,Lee County retired educators unit (ARTA / local) — verify cadence,Lee,,35.3725,-96.16857142857143,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-lincoln-stub,extension_homemakers,Lincoln County Extension Homemakers / EHC — verify council calendar,Lincoln,,35.31125,-97.24142857142857,,needs_confirmation,good_add_on,62,,county_extension
aea-lincoln-stub,aea_meeting,Lincoln County — AEA local / area meeting (verify schedule),Lincoln,,35.31125,-97.24142857142857,,needs_confirmation,high_value,97,,aea
arta-lincoln-stub,retired_teachers,Lincoln County retired educators unit (ARTA / local) — verify cadence,Lincoln,,35.31125,-97.24142857142857,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-little-river-stub,extension_homemakers,Little River County Extension Homemakers / EHC — verify council calendar,Little River,,33.81625,-97.24714285714285,,needs_confirmation,good_add_on,62,,county_extension
aea-little-river-stub,aea_meeting,Little River County — AEA local / area meeting (verify schedule),Little River,,33.81625,-97.24714285714285,,needs_confirmation,high_value,97,,aea
arta-little-river-stub,retired_teachers,Little River County retired educators unit (ARTA / local) — verify cadence,Little River,,33.81625,-97.24714285714285,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-logan-stub,extension_homemakers,Logan County Extension Homemakers / EHC — verify council calendar,Logan,,35.3137,-93.6321,,needs_confirmation,good_add_on,62,,county_extension
aea-logan-stub,aea_meeting,Logan County — AEA local / area meeting (verify schedule),Logan,,35.3137,-93.6321,,needs_confirmation,high_value,97,,aea
arta-logan-stub,retired_teachers,Logan County retired educators unit (ARTA / local) — verify cadence,Logan,,35.3137,-93.6321,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-lonoke-stub,extension_homemakers,Lonoke County Extension Homemakers / EHC — verify council calendar,Lonoke,,34.784,-91.9,,needs_confirmation,good_add_on,62,,county_extension
aea-lonoke-stub,aea_meeting,Lonoke County — AEA local / area meeting (verify schedule),Lonoke,,34.784,-91.9,,needs_confirmation,high_value,97,,aea
arta-lonoke-stub,retired_teachers,Lonoke County retired educators unit (ARTA / local) — verify cadence,Lonoke,,34.784,-91.9,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-madison-stub,extension_homemakers,Madison County Extension Homemakers / EHC — verify council calendar,Madison,,36.152,-93.7366,,needs_confirmation,good_add_on,62,,county_extension
aea-madison-stub,aea_meeting,Madison County — AEA local / area meeting (verify schedule),Madison,,36.152,-93.7366,,needs_confirmation,high_value,97,,aea
arta-madison-stub,retired_teachers,Madison County retired educators unit (ARTA / local) — verify cadence,Madison,,36.152,-93.7366,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-marion-stub,extension_homemakers,Marion County Extension Homemakers / EHC — verify council calendar,Marion,,36.2612,-92.6485,,needs_confirmation,good_add_on,62,,county_extension
aea-marion-stub,aea_meeting,Marion County — AEA local / area meeting (verify schedule),Marion,,36.2612,-92.6485,,needs_confirmation,high_value,97,,aea
arta-marion-stub,retired_teachers,Marion County retired educators unit (ARTA / local) — verify cadence,Marion,,36.2612,-92.6485,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-miller-stub,extension_homemakers,Miller County Extension Homemakers / EHC — verify council calendar,Miller,,35.0525,-95.23142857142857,,needs_confirmation,good_add_on,62,,county_extension
aea-miller-stub,aea_meeting,Miller County — AEA local / area meeting (verify schedule),Miller,,35.0525,-95.23142857142857,,needs_confirmation,high_value,97,,aea
arta-miller-stub,retired_teachers,Miller County retired educators unit (ARTA / local) — verify cadence,Miller,,35.0525,-95.23142857142857,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-mississippi-stub,extension_homemakers,Mississippi County Extension Homemakers / EHC — verify council calendar,Mississippi,,35.9273,-89.919,,needs_confirmation,good_add_on,62,,county_extension
aea-mississippi-stub,aea_meeting,Mississippi County — AEA local / area meeting (verify schedule),Mississippi,,35.9273,-89.919,,needs_confirmation,high_value,97,,aea
arta-mississippi-stub,retired_teachers,Mississippi County retired educators unit (ARTA / local) — verify cadence,Mississippi,,35.9273,-89.919,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-monroe-stub,extension_homemakers,Monroe County Extension Homemakers / EHC — verify council calendar,Monroe,,35.485,-95.72571428571428,,needs_confirmation,good_add_on,62,,county_extension
aea-monroe-stub,aea_meeting,Monroe County — AEA local / area meeting (verify schedule),Monroe,,35.485,-95.72571428571428,,needs_confirmation,high_value,97,,aea
arta-monroe-stub,retired_teachers,Monroe County retired educators unit (ARTA / local) — verify cadence,Monroe,,35.485,-95.72571428571428,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-montgomery-stub,extension_homemakers,Montgomery County Extension Homemakers / EHC — verify council calendar,Montgomery,,34.13,-95.32,,needs_confirmation,good_add_on,62,,county_extension
aea-montgomery-stub,aea_meeting,Montgomery County — AEA local / area meeting (verify schedule),Montgomery,,34.13,-95.32,,needs_confirmation,high_value,97,,aea
arta-montgomery-stub,retired_teachers,Montgomery County retired educators unit (ARTA / local) — verify cadence,Montgomery,,34.13,-95.32,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-nevada-stub,extension_homemakers,Nevada County Extension Homemakers / EHC — verify council calendar,Nevada,,35.185,-95.38285714285713,,needs_confirmation,good_add_on,62,,county_extension
aea-nevada-stub,aea_meeting,Nevada County — AEA local / area meeting (verify schedule),Nevada,,35.185,-95.38285714285713,,needs_confirmation,high_value,97,,aea
arta-nevada-stub,retired_teachers,Nevada County retired educators unit (ARTA / local) — verify cadence,Nevada,,35.185,-95.38285714285713,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-newton-stub,extension_homemakers,Newton County Extension Homemakers / EHC — verify council calendar,Newton,,35.92,-93.218,,needs_confirmation,good_add_on,62,,county_extension
aea-newton-stub,aea_meeting,Newton County — AEA local / area meeting (verify schedule),Newton,,35.92,-93.218,,needs_confirmation,high_value,97,,aea
arta-newton-stub,retired_teachers,Newton County retired educators unit (ARTA / local) — verify cadence,Newton,,35.92,-93.218,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-ouachita-stub,extension_homemakers,Ouachita County Extension Homemakers / EHC — verify council calendar,Ouachita,,34.725,-96,,needs_confirmation,good_add_on,62,,county_extension
aea-ouachita-stub,aea_meeting,Ouachita County — AEA local / area meeting (verify schedule),Ouachita,,34.725,-96,,needs_confirmation,high_value,97,,aea
arta-ouachita-stub,retired_teachers,Ouachita County retired educators unit (ARTA / local) — verify cadence,Ouachita,,34.725,-96,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-perry-stub,extension_homemakers,Perry County Extension Homemakers / EHC — verify council calendar,Perry,,35.0476,-92.7938,,needs_confirmation,good_add_on,62,,county_extension
aea-perry-stub,aea_meeting,Perry County — AEA local / area meeting (verify schedule),Perry,,35.0476,-92.7938,,needs_confirmation,high_value,97,,aea
arta-perry-stub,retired_teachers,Perry County retired educators unit (ARTA / local) — verify cadence,Perry,,35.0476,-92.7938,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-phillips-stub,extension_homemakers,Phillips County Extension Homemakers / EHC — verify council calendar,Phillips,,34.80875,-96.09571428571428,,needs_confirmation,good_add_on,62,,county_extension
aea-phillips-stub,aea_meeting,Phillips County — AEA local / area meeting (verify schedule),Phillips,,34.80875,-96.09571428571428,,needs_confirmation,high_value,97,,aea
arta-phillips-stub,retired_teachers,Phillips County retired educators unit (ARTA / local) — verify cadence,Phillips,,34.80875,-96.09571428571428,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-pike-stub,extension_homemakers,Pike County Extension Homemakers / EHC — verify council calendar,Pike,,33.07125,-95.82428571428571,,needs_confirmation,good_add_on,62,,county_extension
aea-pike-stub,aea_meeting,Pike County — AEA local / area meeting (verify schedule),Pike,,33.07125,-95.82428571428571,,needs_confirmation,high_value,97,,aea
arta-pike-stub,retired_teachers,Pike County retired educators unit (ARTA / local) — verify cadence,Pike,,33.07125,-95.82428571428571,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-poinsett-stub,extension_homemakers,Poinsett County Extension Homemakers / EHC — verify council calendar,Poinsett,,34.41375,-95.07285714285713,,needs_confirmation,good_add_on,62,,county_extension
aea-poinsett-stub,aea_meeting,Poinsett County — AEA local / area meeting (verify schedule),Poinsett,,34.41375,-95.07285714285713,,needs_confirmation,high_value,97,,aea
arta-poinsett-stub,retired_teachers,Poinsett County retired educators unit (ARTA / local) — verify cadence,Poinsett,,34.41375,-95.07285714285713,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-polk-stub,extension_homemakers,Polk County Extension Homemakers / EHC — verify council calendar,Polk,,35.9825,-96.2942857142857,,needs_confirmation,good_add_on,62,,county_extension
aea-polk-stub,aea_meeting,Polk County — AEA local / area meeting (verify schedule),Polk,,35.9825,-96.2942857142857,,needs_confirmation,high_value,97,,aea
arta-polk-stub,retired_teachers,Polk County retired educators unit (ARTA / local) — verify cadence,Polk,,35.9825,-96.2942857142857,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-pope-stub,extension_homemakers,Pope County Extension Homemakers / EHC — verify council calendar,Pope,,35.2784,-93.1338,,needs_confirmation,good_add_on,62,,county_extension
aea-pope-stub,aea_meeting,Pope County — AEA local / area meeting (verify schedule),Pope,,35.2784,-93.1338,,needs_confirmation,high_value,97,,aea
arta-pope-stub,retired_teachers,Pope County retired educators unit (ARTA / local) — verify cadence,Pope,,35.2784,-93.1338,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-prairie-stub,extension_homemakers,Prairie County Extension Homemakers / EHC — verify council calendar,Prairie,,35.44875,-97.39857142857143,,needs_confirmation,good_add_on,62,,county_extension
aea-prairie-stub,aea_meeting,Prairie County — AEA local / area meeting (verify schedule),Prairie,,35.44875,-97.39857142857143,,needs_confirmation,high_value,97,,aea
arta-prairie-stub,retired_teachers,Prairie County retired educators unit (ARTA / local) — verify cadence,Prairie,,35.44875,-97.39857142857143,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-pulaski-stub,extension_homemakers,Pulaski County Extension Homemakers / EHC — verify council calendar,Pulaski,,34.7465,-92.2896,,needs_confirmation,good_add_on,62,,county_extension
aea-pulaski-stub,aea_meeting,Pulaski County — AEA local / area meeting (verify schedule),Pulaski,,34.7465,-92.2896,,needs_confirmation,high_value,97,,aea
arta-pulaski-stub,retired_teachers,Pulaski County retired educators unit (ARTA / local) — verify cadence,Pulaski,,34.7465,-92.2896,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-randolph-stub,extension_homemakers,Randolph County Extension Homemakers / EHC — verify council calendar,Randolph,,36.2612,-91.0376,,needs_confirmation,good_add_on,62,,county_extension
aea-randolph-stub,aea_meeting,Randolph County — AEA local / area meeting (verify schedule),Randolph,,36.2612,-91.0376,,needs_confirmation,high_value,97,,aea
arta-randolph-stub,retired_teachers,Randolph County retired educators unit (ARTA / local) — verify cadence,Randolph,,36.2612,-91.0376,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-saline-stub,extension_homemakers,Saline County Extension Homemakers / EHC — verify council calendar,Saline,,34.5645,-92.5863,,needs_confirmation,good_add_on,62,,county_extension
aea-saline-stub,aea_meeting,Saline County — AEA local / area meeting (verify schedule),Saline,,34.5645,-92.5863,,needs_confirmation,high_value,97,,aea
arta-saline-stub,retired_teachers,Saline County retired educators unit (ARTA / local) — verify cadence,Saline,,34.5645,-92.5863,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-scott-stub,extension_homemakers,Scott County Extension Homemakers / EHC — verify council calendar,Scott,,33.605,-95.86285714285714,,needs_confirmation,good_add_on,62,,county_extension
aea-scott-stub,aea_meeting,Scott County — AEA local / area meeting (verify schedule),Scott,,33.605,-95.86285714285714,,needs_confirmation,high_value,97,,aea
arta-scott-stub,retired_teachers,Scott County retired educators unit (ARTA / local) — verify cadence,Scott,,33.605,-95.86285714285714,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-searcy-stub,extension_homemakers,Searcy County Extension Homemakers / EHC — verify council calendar,Searcy,,35.247,-91.7335,,needs_confirmation,good_add_on,62,,county_extension
aea-searcy-stub,aea_meeting,Searcy County — AEA local / area meeting (verify schedule),Searcy,,35.247,-91.7335,,needs_confirmation,high_value,97,,aea
arta-searcy-stub,retired_teachers,Searcy County retired educators unit (ARTA / local) — verify cadence,Searcy,,35.247,-91.7335,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-sebastian-stub,extension_homemakers,Sebastian County Extension Homemakers / EHC — verify council calendar,Sebastian,,35.3859,-94.3986,,needs_confirmation,good_add_on,62,,county_extension
aea-sebastian-stub,aea_meeting,Sebastian County — AEA local / area meeting (verify schedule),Sebastian,,35.3859,-94.3986,,needs_confirmation,high_value,97,,aea
arta-sebastian-stub,retired_teachers,Sebastian County retired educators unit (ARTA / local) — verify cadence,Sebastian,,35.3859,-94.3986,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-sevier-stub,extension_homemakers,Sevier County Extension Homemakers / EHC — verify council calendar,Sevier,,34.09125,-95.27571428571429,,needs_confirmation,good_add_on,62,,county_extension
aea-sevier-stub,aea_meeting,Sevier County — AEA local / area meeting (verify schedule),Sevier,,34.09125,-95.27571428571429,,needs_confirmation,high_value,97,,aea
arta-sevier-stub,retired_teachers,Sevier County retired educators unit (ARTA / local) — verify cadence,Sevier,,34.09125,-95.27571428571429,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-sharp-stub,extension_homemakers,Sharp County Extension Homemakers / EHC — verify council calendar,Sharp,,36.1807,-91.3385,,needs_confirmation,good_add_on,62,,county_extension
aea-sharp-stub,aea_meeting,Sharp County — AEA local / area meeting (verify schedule),Sharp,,36.1807,-91.3385,,needs_confirmation,high_value,97,,aea
arta-sharp-stub,retired_teachers,Sharp County retired educators unit (ARTA / local) — verify cadence,Sharp,,36.1807,-91.3385,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-st.-francis-stub,extension_homemakers,St. Francis County Extension Homemakers / EHC — verify council calendar,St. Francis,,35.03,-95.20571428571428,,needs_confirmation,good_add_on,62,,county_extension
aea-st.-francis-stub,aea_meeting,St. Francis County — AEA local / area meeting (verify schedule),St. Francis,,35.03,-95.20571428571428,,needs_confirmation,high_value,97,,aea
arta-st.-francis-stub,retired_teachers,St. Francis County retired educators unit (ARTA / local) — verify cadence,St. Francis,,35.03,-95.20571428571428,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-stone-stub,extension_homemakers,Stone County Extension Homemakers / EHC — verify council calendar,Stone,,35.8642,-92.141,,needs_confirmation,good_add_on,62,,county_extension
aea-stone-stub,aea_meeting,Stone County — AEA local / area meeting (verify schedule),Stone,,35.8642,-92.141,,needs_confirmation,high_value,97,,aea
arta-stone-stub,retired_teachers,Stone County retired educators unit (ARTA / local) — verify cadence,Stone,,35.8642,-92.141,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-union-stub,extension_homemakers,Union County Extension Homemakers / EHC — verify council calendar,Union,,33.2076,-92.8346,,needs_confirmation,good_add_on,62,,county_extension
aea-union-stub,aea_meeting,Union County — AEA local / area meeting (verify schedule),Union,,33.2076,-92.8346,,needs_confirmation,high_value,97,,aea
arta-union-stub,retired_teachers,Union County retired educators unit (ARTA / local) — verify cadence,Union,,33.2076,-92.8346,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-van-buren-stub,extension_homemakers,Van Buren County Extension Homemakers / EHC — verify council calendar,Van Buren,,35.5959,-92.4513,,needs_confirmation,good_add_on,62,,county_extension
aea-van-buren-stub,aea_meeting,Van Buren County — AEA local / area meeting (verify schedule),Van Buren,,35.5959,-92.4513,,needs_confirmation,high_value,97,,aea
arta-van-buren-stub,retired_teachers,Van Buren County retired educators unit (ARTA / local) — verify cadence,Van Buren,,35.5959,-92.4513,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-washington-stub,extension_homemakers,Washington County Extension Homemakers / EHC — verify council calendar,Washington,,36.0626,-94.1574,,needs_confirmation,good_add_on,62,,county_extension
aea-washington-stub,aea_meeting,Washington County — AEA local / area meeting (verify schedule),Washington,,36.0626,-94.1574,,needs_confirmation,high_value,97,,aea
arta-washington-stub,retired_teachers,Washington County retired educators unit (ARTA / local) — verify cadence,Washington,,36.0626,-94.1574,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-white-stub,extension_homemakers,White County Extension Homemakers / EHC — verify council calendar,White,,35.2506,-91.7365,,needs_confirmation,good_add_on,62,,county_extension
aea-white-stub,aea_meeting,White County — AEA local / area meeting (verify schedule),White,,35.2506,-91.7365,,needs_confirmation,high_value,97,,aea
arta-white-stub,retired_teachers,White County retired educators unit (ARTA / local) — verify cadence,White,,35.2506,-91.7365,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-woodruff-stub,extension_homemakers,Woodruff County Extension Homemakers / EHC — verify council calendar,Woodruff,,35.3725,-96.74,,needs_confirmation,good_add_on,62,,county_extension
aea-woodruff-stub,aea_meeting,Woodruff County — AEA local / area meeting (verify schedule),Woodruff,,35.3725,-96.74,,needs_confirmation,high_value,97,,aea
arta-woodruff-stub,retired_teachers,Woodruff County retired educators unit (ARTA / local) — verify cadence,Woodruff,,35.3725,-96.74,,needs_confirmation,good_add_on,72,,retired_teachers
ehc-yell-stub,extension_homemakers,Yell County Extension Homemakers / EHC — verify council calendar,Yell,,35.002,-93.411,,needs_confirmation,good_add_on,62,,county_extension
aea-yell-stub,aea_meeting,Yell County — AEA local / area meeting (verify schedule),Yell,,35.002,-93.411,,needs_confirmation,high_value,97,,aea
arta-yell-stub,retired_teachers,Yell County retired educators unit (ARTA / local) — verify cadence,Yell,,35.002,-93.411,,needs_confirmation,good_add_on,72,,retired_teachers
campus-0-washington,campus_event,University of Arkansas — campus / student life calendar (verify),Washington,Fayetteville,36.0626,-94.1574,,date_not_posted,high_value,110,,campus_calendar
campus-1-craighead,campus_event,Arkansas State University — campus calendar (verify),Craighead,Jonesboro,35.8423,-90.7043,,date_not_posted,high_value,110,,campus_calendar
campus-2-faulkner,campus_event,University of Central Arkansas — campus calendar (verify),Faulkner,Conway,35.0887,-92.4421,,date_not_posted,high_value,110,,campus_calendar
campus-3-pulaski,campus_event,UA Little Rock — campus calendar (verify),Pulaski,Little Rock,34.7465,-92.2896,,date_not_posted,high_value,110,,campus_calendar
campus-4-jefferson,campus_event,UAPB — campus calendar (verify),Jefferson,Pine Bluff,34.2284,-92.0032,,date_not_posted,high_value,110,,campus_calendar
campus-5-columbia,campus_event,Southern Arkansas University — campus calendar (verify),Columbia,Magnolia,33.2671,-93.2395,,date_not_posted,high_value,110,,campus_calendar
campus-6-pope,campus_event,Arkansas Tech University — campus calendar (verify),Pope,Russellville,35.2784,-93.1338,,date_not_posted,high_value,110,,campus_calendar
campus-7-white,campus_event,Harding University — campus calendar (verify),White,Searcy,35.2506,-91.7365,,date_not_posted,high_value,110,,campus_calendar
campus-8-independence,campus_event,Lyon College — campus calendar (verify),Independence,Batesville,35.742,-91.641,,date_not_posted,high_value,110,,campus_calendar
campus-9-clark,campus_event,Ouachita Baptist / Henderson — campus calendars (verify),Clark,Arkadelphia,33.99625,-97.45285714285714,,date_not_posted,high_value,110,,campus_calendar
campus-10-garland,campus_event,National Park College — events (verify),Garland,Hot Springs,34.5037,-93.0552,,date_not_posted,high_value,110,,campus_calendar
campus-11-sebastian,campus_event,UAFS — campus calendar (verify),Sebastian,Fort Smith,35.3859,-94.3986,,date_not_posted,high_value,110,,campus_calendar
fb-target-washington-springdale-fayetteville,high_school_football,Washington County — major 7A Friday matchup corridor (verify AHSAA week + schools),Washington,Fayetteville,36.0626,-94.1574,,needs_confirmation,high_value,101,,aaa_ahsaa
fb-target-pulaski-central-catholic,high_school_football,Pulaski County — historic rivalry night (verify date + stadium policy),Pulaski,Little Rock,34.7465,-92.2896,,needs_confirmation,high_value,101,,school_athletics
fb-target-saline-benton-bryant,high_school_football,Saline County — Benton vs Bryant corridor (verify week),Saline,,34.5645,-92.5863,,needs_confirmation,good_add_on,70,,aaa_ahsaa
fb-target-sebastian-fort-smith-northside,high_school_football,Sebastian County — Fort Smith metro Friday (verify matchup),Sebastian,Fort Smith,35.3859,-94.3986,,needs_confirmation,good_add_on,76,,aaa_ahsaa
fb-target-jefferson-white-hall-pine-bluff,high_school_football,Jefferson County — Pine Bluff vs White Hall (verify season schedule),Jefferson,Pine Bluff,34.2284,-92.0032,,needs_confirmation,good_add_on,68,,school_athletics
